timestamp,phase,event,subject,psi,accuracy,model_version,extra_info
2025-12-02T13:25:12.905886,phase2,PSI_OK,Marvel,0.0688507671557724,,v1,"conf=1.000, sim=0.654"
2025-12-02T13:25:13.001579,phase2,PSI_OK,Marvel,0.0623506406630325,,v1,"conf=1.000, sim=0.640"
2025-12-02T13:25:13.091607,phase2,PSI_OK,Marvel,0.0632105400680028,,v1,"conf=1.000, sim=0.632"
2025-12-02T13:25:13.212325,phase2,PSI_OK,Marvel,0.0692830139388337,,v1,"conf=1.000, sim=0.630"
2025-12-02T13:25:13.317136,phase2,PSI_OK,Marvel,0.0709560886756956,,v1,"conf=1.000, sim=0.628"
2025-12-02T13:25:13.415112,phase2,PSI_OK,Marvel,0.0719016850022643,,v1,"conf=1.000, sim=0.646"
2025-12-02T13:25:13.525450,phase2,PSI_OK,Marvel,0.0729341711039801,,v1,"conf=1.000, sim=0.640"
2025-12-02T13:25:13.625334,phase2,PSI_OK,Marvel,0.0756404917704722,,v1,"conf=1.000, sim=0.644"
2025-12-02T13:25:13.735126,phase2,PSI_OK,Marvel,0.0785062540100096,,v1,"conf=1.000, sim=0.648"
2025-12-02T13:25:13.837164,phase2,PSI_OK,Marvel,0.0812975244288283,,v1,"conf=1.000, sim=0.657"
2025-12-02T13:25:13.931516,phase2,PSI_OK,Marvel,0.0843211302805677,,v1,"conf=1.000, sim=0.649"
2025-12-02T13:25:14.031552,phase2,PSI_OK,Marvel,0.0862105314915364,,v1,"conf=1.000, sim=0.652"
2025-12-02T13:25:14.125840,phase2,PSI_OK,Marvel,0.0903608930774279,,v1,"conf=1.000, sim=0.685"
2025-12-02T13:25:14.222592,phase2,PSI_OK,Marvel,0.0945042762041444,,v1,"conf=1.000, sim=0.677"
2025-12-02T13:25:14.310605,phase2,PSI_OK,Marvel,0.097241857070319,,v1,"conf=1.000, sim=0.680"
2025-12-02T13:25:14.420207,phase2,DRIFT_DETECTED,Marvel,0.1007362462460628,,v1,"conf=1.000, sim=0.652"
2025-12-02T13:25:14.452648,phase2,RETRAIN_TRIGGERED,Marvel,0.1007362462460628,,v1,
2025-12-02T13:25:15.121467,phase3,RETRAIN_STARTED,Marvel,,,v1,
2025-12-02T13:25:15.236018,phase3,RETRAIN_SUCCESS,Marvel,,,v2,20 drift samples
2025-12-02T13:25:15.400535,phase2,RETRAIN_COMPLETED_RELOAD,Marvel,,,v2,
2025-12-02T13:25:15.530644,phase2,PSI_OK,Marvel,0.0429056857227173,,v2,"conf=1.000, sim=0.804"
2025-12-02T13:25:15.686826,phase2,PSI_OK,Marvel,0.041617685257162,,v2,"conf=1.000, sim=0.781"
2025-12-02T13:25:15.841813,phase2,PSI_OK,Marvel,0.0413585405281171,,v2,"conf=1.000, sim=0.749"
2025-12-02T13:25:15.994402,phase2,PSI_OK,Marvel,0.0400992726560068,,v2,"conf=1.000, sim=0.740"
2025-12-02T13:25:16.128040,phase2,PSI_OK,Marvel,0.039195162245316,,v2,"conf=1.000, sim=0.739"
2025-12-02T13:25:16.217056,phase2,PSI_OK,Marvel,0.0384305232061653,,v2,"conf=1.000, sim=0.735"
2025-12-02T13:25:16.313349,phase2,PSI_OK,Marvel,0.0378272250399949,,v2,"conf=1.000, sim=0.742"
2025-12-02T13:25:16.409061,phase2,PSI_OK,Marvel,0.037804349964241,,v2,"conf=1.000, sim=0.747"
2025-12-02T13:25:16.515834,phase2,PSI_OK,Marvel,0.0373642190114467,,v2,"conf=1.000, sim=0.733"
2025-12-02T13:25:16.623346,phase2,PSI_OK,Marvel,0.0377699201872464,,v2,"conf=1.000, sim=0.709"
2025-12-02T13:25:16.723935,phase2,PSI_OK,Marvel,0.0392453807451512,,v2,"conf=1.000, sim=0.707"
2025-12-02T13:25:16.814911,phase2,PSI_OK,Marvel,0.0404007402655183,,v2,"conf=1.000, sim=0.703"
2025-12-02T13:25:17.604484,phase2,PSI_OK,Marvel,0.039537876045108236,,v2,"conf=1.000, sim=0.702"
